 20230513-043059,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_035_f4cdfe40 --gpu 4,[exp_id] DIEN_amazonelectronics_x1_035_f4cdfe40,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.886280 - AUC: 0.888867 - logloss: 0.425023,[test] gAUC: 0.886280 - AUC: 0.888867 - logloss: 0.425023
 20230513-032249,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_020_d1caa8bf --gpu 3,[exp_id] DIEN_amazonelectronics_x1_020_d1caa8bf,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.886197 - AUC: 0.888760 - logloss: 0.425395,[test] gAUC: 0.886197 - AUC: 0.888760 - logloss: 0.425395
 20230513-073932,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_022_a22ee885 --gpu 0,[exp_id] DIEN_amazonelectronics_x1_022_a22ee885,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.885625 - AUC: 0.888777 - logloss: 0.425708,[test] gAUC: 0.885625 - AUC: 0.888777 - logloss: 0.425708
 20230513-043539,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_034_c727febf --gpu 2,[exp_id] DIEN_amazonelectronics_x1_034_c727febf,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.885849 - AUC: 0.889226 - logloss: 0.424270,[test] gAUC: 0.885849 - AUC: 0.889226 - logloss: 0.424270
 20230513-025423,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_023_cec7fbbe --gpu 7,[exp_id] DIEN_amazonelectronics_x1_023_cec7fbbe,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.885402 - AUC: 0.887800 - logloss: 0.426649,[test] gAUC: 0.885402 - AUC: 0.887800 - logloss: 0.426649
 20230513-005628,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_010_e6948a79 --gpu 1,[exp_id] DIEN_amazonelectronics_x1_010_e6948a79,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.885366 - AUC: 0.887701 - logloss: 0.431097,[test] gAUC: 0.885366 - AUC: 0.887701 - logloss: 0.431097
 20230513-031018,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_024_f4cdfe40 --gpu 0,[exp_id] DIEN_amazonelectronics_x1_024_f4cdfe40,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.885350 - AUC: 0.887957 - logloss: 0.428537,[test] gAUC: 0.885350 - AUC: 0.887957 - logloss: 0.428537
 20230513-004022,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_007_82acb4b1 --gpu 6,[exp_id] DIEN_amazonelectronics_x1_007_82acb4b1,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.885059 - AUC: 0.887460 - logloss: 0.428125,[test] gAUC: 0.885059 - AUC: 0.887460 - logloss: 0.428125
 20230513-004309,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_012_c727febf --gpu 3,[exp_id] DIEN_amazonelectronics_x1_012_c727febf,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.884841 - AUC: 0.887451 - logloss: 0.428792,[test] gAUC: 0.884841 - AUC: 0.887451 - logloss: 0.428792
 20230513-041607,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_036_b4ac381a --gpu 5,[exp_id] DIEN_amazonelectronics_x1_036_b4ac381a,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.884830 - AUC: 0.887219 - logloss: 0.427842,[test] gAUC: 0.884830 - AUC: 0.887219 - logloss: 0.427842
 20230513-005901,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_011_a22ee885 --gpu 2,[exp_id] DIEN_amazonelectronics_x1_011_a22ee885,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.884758 - AUC: 0.887384 - logloss: 0.431903,[test] gAUC: 0.884758 - AUC: 0.887384 - logloss: 0.431903
 20230513-002506,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_008_f6e1927e --gpu 7,[exp_id] DIEN_amazonelectronics_x1_008_f6e1927e,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.884591 - AUC: 0.887315 - logloss: 0.425037,[test] gAUC: 0.884591 - AUC: 0.887315 - logloss: 0.425037
 20230513-035724,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_032_7abe4e32 --gpu 2,[exp_id] DIEN_amazonelectronics_x1_032_7abe4e32,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.884524 - AUC: 0.887213 - logloss: 0.431135,[test] gAUC: 0.884524 - AUC: 0.887213 - logloss: 0.431135
 20230513-023135,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_019_f6e1927e --gpu 2,[exp_id] DIEN_amazonelectronics_x1_019_f6e1927e,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.884264 - AUC: 0.886515 - logloss: 0.426222,[test] gAUC: 0.884264 - AUC: 0.886515 - logloss: 0.426222
 20230513-031632,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_031_246f4af3 --gpu 1,[exp_id] DIEN_amazonelectronics_x1_031_246f4af3,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883895 - AUC: 0.886388 - logloss: 0.429419,[test] gAUC: 0.883895 - AUC: 0.886388 - logloss: 0.429419
 20230513-041224,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_033_0d8d9cd4 --gpu 0,[exp_id] DIEN_amazonelectronics_x1_033_0d8d9cd4,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883853 - AUC: 0.886510 - logloss: 0.428264,[test] gAUC: 0.883853 - AUC: 0.886510 - logloss: 0.428264
 20230513-032338,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_025_c1a84e2e --gpu 6,[exp_id] DIEN_amazonelectronics_x1_025_c1a84e2e,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883843 - AUC: 0.886691 - logloss: 0.428773,[test] gAUC: 0.883843 - AUC: 0.886691 - logloss: 0.428773
 20230513-002516,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_009_246f4af3 --gpu 0,[exp_id] DIEN_amazonelectronics_x1_009_246f4af3,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883754 - AUC: 0.886145 - logloss: 0.427523,[test] gAUC: 0.883754 - AUC: 0.886145 - logloss: 0.427523
 20230513-004057,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_014_4d98773e --gpu 5,[exp_id] DIEN_amazonelectronics_x1_014_4d98773e,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883515 - AUC: 0.886374 - logloss: 0.428481,[test] gAUC: 0.883515 - AUC: 0.886374 - logloss: 0.428481
 20230513-023008,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_021_7abe4e32 --gpu 0,[exp_id] DIEN_amazonelectronics_x1_021_7abe4e32,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883183 - AUC: 0.886066 - logloss: 0.426916,[test] gAUC: 0.883183 - AUC: 0.886066 - logloss: 0.426916
 20230513-032712,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_030_015f7367 --gpu 6,[exp_id] DIEN_amazonelectronics_x1_030_015f7367,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883131 - AUC: 0.886248 - logloss: 0.429693,[test] gAUC: 0.883131 - AUC: 0.886248 - logloss: 0.429693
 20230513-004154,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_013_711d256d --gpu 4,[exp_id] DIEN_amazonelectronics_x1_013_711d256d,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.883120 - AUC: 0.886163 - logloss: 0.428532,[test] gAUC: 0.883120 - AUC: 0.886163 - logloss: 0.428532
 20230513-030636,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_027_5f8e6d75 --gpu 4,[exp_id] DIEN_amazonelectronics_x1_027_5f8e6d75,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.882975 - AUC: 0.885464 - logloss: 0.430326,[test] gAUC: 0.882975 - AUC: 0.885464 - logloss: 0.430326
 20230513-004555,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_015_77629bf4 --gpu 6,[exp_id] DIEN_amazonelectronics_x1_015_77629bf4,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.882907 - AUC: 0.885727 - logloss: 0.429861,[test] gAUC: 0.882907 - AUC: 0.885727 - logloss: 0.429861
 20230513-024019,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_018_9f6a78f5 --gpu 5,[exp_id] DIEN_amazonelectronics_x1_018_9f6a78f5,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.882824 - AUC: 0.885878 - logloss: 0.429519,[test] gAUC: 0.882824 - AUC: 0.885878 - logloss: 0.429519
 20230513-031924,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_028_5718d3e5 --gpu 1,[exp_id] DIEN_amazonelectronics_x1_028_5718d3e5,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.882382 - AUC: 0.885178 - logloss: 0.432409,[test] gAUC: 0.882382 - AUC: 0.885178 - logloss: 0.432409
 20230513-023923,[command] python run_expid.py --config Amazon/DIEN_amazonelectronics_x1/DIEN_amazonelectronics_x1_tuner_config_03 --expid DIEN_amazonelectronics_x1_017_281104f5 --gpu 4,[exp_id] DIEN_amazonelectronics_x1_017_281104f5,[dataset_id] amazonelectronics_x1_51836f99,[train] N.A.,[val] gAUC: 0.882304 - AUC: 0.885455 - logloss: 0.430301,[test] gAUC: 0.882304 - AUC: 0.885455 - logloss: 0.430301
